pmid,abstract
17286306,"Adequate contemporary information to counsel patients with a prenatal diagnosis of holoprosencephaly is lacking. We addressed this using data from the West Midlands Congenital Anomaly Register (WMCAR), a population-based malformation register, during a time where technological improvements have been stable and anomaly screening is well established.Cases were defined using the ICD 10 code for holoprosencephaly. Cases of livebirths, stillbirths and termination at all gestations were included in the study. The diagnosis was verified by a pathology or definitive radiological report with cross validation from the regional pathology, clinical genetics, cytogenetics and fetal medicine databases.There were 113 cases reported of holoprosencephaly for the years 1995-2004. This represents a prevalence of 1.7 per 10,000 births and terminations, with no change in prevalence over time. There was a decreased risk of holoprosencephaly in the white population [white vs. nonwhite; RR 0.53(0.36-0.79)]. Karyotypical abnormality was noted in 46% of cases where the karyotype was known. Trisomy 13 was the most common chromosomal abnormality. Correct allocation of a diagnosis of holoprosencephaly by ultrasound occurred in 77% of cases, with another 12% having a severe intracranial abnormality but was not reported as holoprosencephaly. In 4%, a prenatal diagnosis of holoprosencephaly was not made. Termination of pregnancy was performed in 80% of all cases.Holoprosencephaly is a morbid condition associated with significant secondary etiologies."
21953423,"Until early 2000, permanent and transient neonatal diabetes mellitus (NDM), defined as diabetes with onset within 6 weeks from birth that requires insulin therapy for at least 2 weeks, were considered exceedingly rare conditions, with a global incidence of 1:500,000-1:400,000 live births. The new definition of NDM recently adopted, that includes patients with diabetes onset within 6 months of age, has prompted studies that have set the incidence of the permanent form alone between 1:210,000 and 1:260,000 live births. Aim of the present work was to ascertain the incidence of NDM (i.e. permanent + transient form) in Italy for years 2005-2010. Patients referred to the Italian reference laboratory for NDM between years 2005 and 2010 and screened for mutations in common NDM genes (KCNJ11, ABCC8, and INS) and for uniparental isodisomy of chromosome 6 (UDP6) were reviewed. A questionnaire aimed at identifying NDM cases investigated in other laboratories was sent to 54 Italian reference centers for pediatric diabetes. Twenty-seven patients with NDM born between 2005 and 2010 were referred to the reference laboratory. In this group, a mutation of either KCNJ11, ABCC8 or INS was found in 18 patients, and a case with UDP6 was identified. Questionnaires revealed 4 additional cases with transient neonatal diabetes due to UDP6. Incidence of NDM was calculated at 1:90,000 (CI: 1:63,000-1:132,000) live births. Thus, with the definition currently in use, about 6 new cases with NDM are expected to be born in Italy each year."
20490927,"The aim of this retrospective study was to determine the prevalence of lysosomal storage disorders (LSDs) in the Czech Republic. The data on cases diagnosed between 1975 and 2008 were collected and analyzed. The overall prevalence of LSDs in the Czech population (12.25 per 100,000) is comparable to that reported for the countries with well-established and advanced diagnostics of LSDs such as the Netherlands (14 per 100,000), Australia (12.9 per 100,000) and Italy (12.1 per 100,000). Relatively higher prevalence of LSDs was reported in the north of Portugal (25 per 100,000). Thirty-four different LSDs were diagnosed in a total of 478 individuals. Gaucher disease was the most frequent LSD with a birth prevalence of 1.13 per 100,000 births. The most frequent LSD groups were lipidoses, mucopolysaccharidoses, and neuronal ceroid lipofuscinoses, with combined prevalences of 5.0, 3.72, and 2.29 per 100,000 live births, respectively. Glycoproteinoses (0.57 per 100,000 live births), glycogenosis type II (0.37), and mucolipidoses (0.31) rarely occur in the Czech population, and a range of other LSDs have not been detected at all over the past three decades. Knowledge of the birth prevalence and carrier frequency of particular disorders is important in genetic counselling for calculation of the risk for the disorder in the other members of affected families. Earlier diagnosis of these disorders will permit timely intervention and may also result in lowering of the number of newborns with LSDs."
17873609,"BACKGROUND AND AIMS: Primary biliary cirrhosis (PBC) is characterized by the autoimmune inflammatory response of small intrahepatic bile ducts. Prevalence in Spain is estimated as 61.9 cases per million inhabitants, whereas Northern Europe rates over 200 cases/million. Our objective was to determine the incidence and prevalence of PBC in our health area. MATERIAL AND METHODS: PBC was defined by the presence of abnormal liver tests (dissociated cholestasis) with positive antimitochondrial antibodies and/or compatible liver histology. Medical records from patients diagnosed between 1990 and 2002 were reviewed retrospectively. The following data were collected: diagnostic data, demographic and analytic data, liver histology and stage and treatment and disease outcome. RESULTS: In a population of 389 758 inhabitants, 87 patients were diagnosed with PBC. Mean age at diagnosis was 63.9+/-12.6 years. Eighty-four (96.6%) were women. Mean annual incidence was 17.2 per 10 inhabitants and the prevalence at the end of study was 195 per 10. Biopsy was performed in 71 (81.6%) patients, 61 of whom (86%) did not have fibrosis. Time of follow-up was 63.6+/-43.2 (2.28-153.9) months. CONCLUSION: Incidence and prevalence in our reference area are higher than in some Spanish areas, as per the results previously published; however, they are comparable with those obtained in Northern Europe and the US."
19124490,"OBJECTIVE:The objective of this analysis was to describe the distribution of pelvic carcinomas in the United States by demographic, pathologic, and clinical features. METHODS:Carcinomas of the ovary (n = 112,541), peritoneum (n = 6,458), and fallopian tube (n = 3,479) were identified through 24 population-based registries in the United States during the period 1995 to 2004. Age-adjusted incidence rates were calculated per million population using counts derived from the 2000 U.S. census. RESULTS:The age-adjusted incidence rate for ovarian carcinoma (119.9 per million) was substantially higher than for peritoneal (6.78 per million) or fallopian tube (3.72 per million) carcinomas. White women had the highest rates for all three malignancies. Rates for peritoneal carcinoma were lowest among Black women (2.88 per million) and rates for fallopian tube carcinoma were lowest among Hispanic women (2.45 per million). Serous carcinomas were the most commonly diagnosed histologic type for all anatomic sites. Peritoneal carcinomas were diagnosed at later ages (mean, 67 years) and more advanced stages (85% regional/distant) compared with fallopian tube carcinomas (mean, 64 years; 62% regional/distant) and ovarian carcinomas (mean, 63 years; 76% regional/distant). Incidence for all three pelvic carcinomas was lowest in the South. Time trend analyses between 1973 and 2005 exhibited a significant decline in ovarian carcinoma incidence and rises in the rates of peritoneal and fallopian tube cancers. CONCLUSIONS:Similarities in the incidence patterns for ovarian, peritoneal, and fallopian tube carcinomas support the likelihood of a common molecular pathogenesis."
18609163,"OBJECTIVE: Autoimmune hepatitis (AIH) is a chronic liver disease, which if untreated can lead to cirrhosis and hepatic failure. The aim of the study was to investigate the incidence, prevalence, diagnostic tradition and clinical initial presentation of AIH. MATERIAL AND METHODS: Analyses were performed in 473 patients identified as having probable or definite AIH. RESULTS: The incidence of AIH was 0.85/100,000 (95% CI 0.69-1.01) inhabitants, which is somewhat lower than reported previously. The point prevalence amounted to 10.7/100,000 (95% CI 8.8-13.1), and 76% of the cases were females. The age-related incidence curve was bimodal but men were found to have only one incidence peak in the late teens, whereas women had a peak after menopause. AIH was presented as a spectrum of clinical settings from detected ""en passant"" to acute liver failure. Almost 30% of patients already had liver cirrhosis at diagnosis. Autoantibodies indicative of AIH type 1 were found in 79% of cases. Other concomitant autoimmune diseases were frequently found (49%). CONCLUSIONS: The incidence and prevalence figures confirm that AIH is a fairly uncommon disease in the Swedish population. Symptoms at presentation were unspecific, but almost half of the patients were jaundiced, with around 30% having liver cirrhosis. The majority of Swedish AIH patients had AIH type 1."
16839424,"Dilated cardiomyopathy (DCM) is a heart muscle disease characterized by ventricular dilatation and impaired systolic function. Patients with DCM suffer from heart failure, arrhythmia, and are at risk of premature death. DCM has a prevalence of one case out of 2500 individuals with an incidence of 7/100,000/year (but may be under diagnosed). In many cases the disease is inherited and is termed familial DCM (FDC). FDC may account for 20-48% of DCM. FDC is principally caused by genetic mutations in FDC genes that encode for cytoskeletal and sarcomeric proteins in the cardiac myocyte. Family history analysis is an important tool for identifying families affected by FDC. Standard criteria for evaluating FDC families have been published and the use of such criteria is increasing. Clinical genetic testing has been developed for some FDC genes and will be increasingly utilized for evaluating FDC families. Through the use of family screening by pedigree analysis and/or genetic testing, it is possible to identify patients at earlier, or even presymptomatic stages of their disease. This presents an opportunity to invoke lifestyle changes and to provide pharmacological therapy earlier in the course of disease. Genetic counseling is used to identify additional asymptomatic family members who are at risk of developing symptoms, allowing for regular screening of these individuals. The management of FDC focuses on limiting the progression of heart failure and controlling arrhythmia, and is based on currently accepted treatment guidelines for DCM. It includes general measures (salt and fluid restriction, treatment of hypertension, limitation of alcohol intake, control of body weight, moderate exercise) and pharmacotherapy. Cardiac resynchronization, implantable cardioverter defibrillators and left ventricular assist devices have progressively expanding usage. Patients with severe heart failure, severe reduction of the functional capacity and depressed left ventricular ejection fraction have a low survival rate and may require heart transplant."
1137336,"Almost all the patients (95 women and 8 men) with interstitial cystitis, i.e. autoimmune cystitis, in this area with a population of about 970,000 were probably traced. The prevalence of the disease in the female members of this population was 18.1 cases per 100,000 women of all ages. The joint prevalence of both sexes together was 10.6 cases per 100,000. The annual incidence of new female cases was 1.2 per 100,000 women. The disease is not rare when mild and moderately severe cases are also diagnosed. Severe cases account for only a tenth of all cases. Only about a tenth of the patients are men and most of them had the mild form of the disease. It may begin at any age. The incidence has possibly been rising during the last 10 years. Interstitial cystitis does not as a rule progress continuously but reaches its final stage rapidly, then usually remains in the same category. With this prevalence and incidence every urologist in this area can expect to see at least one case a year."
2350888,"The incidence rate of laryngeal papillomas in a Danish subpopulation (approximately 2.8 million inhabitants) was 3.84 x 10(-6) per year in the period 1968-1984. For juvenile papillomas the incidence rate was 3.62 x 10(-6), compared with 3.94 x 10(-6) for laryngeal papillomas of adult onset. When comparing different time periods a significantly low incidence was found in the time 1965-1968, while the incidence remained constant in 1969-1984. The low incidence rate in the early period may be real, but selectional bias may have played a part. It is general anticipated that maternal genital HPV-infections may serve as an HPV-reservoir, and that juvenile laryngeal papillomas is a result of HPV transmission from the mother to the child during birth. In the period in question cervical HPV-infections have been recorded with increasing frequency in younger women, indicating that the prevalence is rising. However, this is not reflected in the incidence of laryngeal papillomas."
17028542,"Unverricht-Lundborg disease (ULD) is the purest and least severe type of progressive myoclonus epilepsy (PME), and is not associated with progressive cognitive deficit. Symptoms stabilize in adulthood, with a varying degree of permanent, often severe handicap that is mostly due to myoclonus. The disorder follows an autosomal recessive transmission pattern, with onset between 8 and 15 years years of age of generalized tonic-clonic or clonic-tonic-clonic seizures, action myoclonus (massive or segmental), photosensitivity, and often ataxia. Prevalence varies, it is highest in certain isolates (Finland, La Réunion Island) and in region with higher levels of inbreeding (Maghreb). ULD is due to a deficit in cystatin B (stefin B), but the mechanisms leading to the clinical symptoms are not well understood. The causative gene, PME1, was identified in 1991 and localized to chromosome 21q22.3. The mutations are mainly expansions of the CCCCGCCCCGCG dodecamer, but less common point mutations were also found. A variant has been recently reported in a Palestinian family, with localization on chromosome 12. The diagnosis of ULD is made on the basis of family history, age at onset, geographical and ethnic context, and on the typical features of myoclonus and epilepsy, in the absence of cognitive and sensory deficits. Neurophysiological evaluation yields interesting, but unspecific results. There are no biological or pathological markers for ULD. Molecular analysis confirms the diagnosis in most patients. Genetic testing for heterozygotes and even prenatal diagnosis are possible, although seldom performed, if the mutation has been identified. In spite of intensive research, ULD has yet to reveal all of its secrets. It remains a quasi ""idiopathic"" type of PME, with limited progression. Clinicians and patients are still waiting for an etiologically oriented treatment, which should, ideally, be admnistered early in the course of the disease, if possible before the onset of invalidating symptoms."
7898602,"Epidemiological studies performed directly on the population show a prevalence of Friedreich's ataxia (FA) from 1 to 4.7 cases/100,000 inhabitants. An indirect epidemiological approach can be achieved using genetic methods like consanguinity studies to determine the frequency of a mutated gene and the incidence of certain diseases in the population. We obtained consanguinity data of a series of FA patients in Valencia, Spain and the figures on consanguinity in the general population that were estimated according to the Archive of Dispensations given by the Catholic church for consanguineous marriages. From these data, the frequency of the FA gene was calculated as 1/127. From these data, applying the Hardy-Weinberg principle, the frequency of the carriers was 1/64 and the incidence was 6.18/100,000 live births. Assuming a life expectancy of FA of 45 years, the prevalence was 3.83/100,000 inhabitants. These figures are in the same range as those obtained in population studies."
22078432,"Congenital heart disease (CHD) accounts for nearly one-third of all major congenital anomalies. CHD birth prevalence worldwide and over time is suggested to vary; however, a complete overview is missing. This systematic review included 114 papers, comprising a total study population of 24,091,867 live births with CHD identified in 164,396 individuals. Birth prevalence of total CHD and the 8 most common subtypes were pooled in 5-year time periods since 1930 and in continent and income groups since 1970 using the inverse variance method. Reported total CHD birth prevalence increased substantially over time, from 0.6 per 1,000 live births (95% confidence interval [CI]: 0.4 to 0.8) in 1930 to 1934 to 9.1 per 1,000 live births (95% CI: 9.0 to 9.2) after 1995. Over the last 15 years, stabilization occurred, corresponding to 1.35 million newborns with CHD every year. Significant geographical differences were found. Asia reported the highest CHD birth prevalence, with 9.3 per 1,000 live births (95% CI: 8.9 to 9.7), with relatively more pulmonary outflow obstructions and fewer left ventricular outflow tract obstructions. Reported total CHD birth prevalence in Europe was significantly higher than in North America (8.2 per 1,000 live births [95% CI: 8.1 to 8.3] vs. 6.9 per 1,000 live births [95% CI: 6.7 to 7.1]; p < 0.001). Access to health care is still limited in many parts of the world, as are diagnostic facilities, probably accounting for differences in reported birth prevalence between high- and low-income countries. Observed differences may also be of genetic, environmental, socioeconomical, or ethnic origin, and there needs to be further investigation to tailor the management of this global health problem."
23965482,"BACKGROUND: Polymyositis (PM) and dermatomyositis (DM) are infrequent diseases. Data on incidence and prevalence are scarce and conflicting. There are no such data in Latin America and in Argentina in particular. OBJECTIVES: We undertook to examine the incidence and prevalence of PM/DM in the prepaid health maintenance organization (HMO) of our hospital, in the city of Buenos Aires. METHODS: Members of the HMO between January 1999 and June 2009 were identified from medical records of patients followed up by us at the HMO. Incident cases and prevalence were calculated at the end of the period. RESULTS: During the study period, 146,747 persons contributed a total of 937,902.6 person-years (mean age was 46.6 [SD, 18.4] years, and 59% were female). Ten incident cases were detected, 7 women and 3 men with a global incidence rate (IR) of 1.07 per 100,000 person-years (95% confidence interval [CI], 0.5-1.84). Three subjects had DM with an IR of 0.32 per 100,000 person-years (95% CI, 0.1-0.99), and 7 had PM with an IR of 0.75 per 100,000 person-years (95% CI, 0.35-0.16). On June 1, 2009, 17 prevalent cases were detected, with a mean age of 48.9 (SD, 17.7) years; 76% were female, representing a prevalence of 17.4 per 100,000 persons (95% CI, 10.1-27.8). Among the 17 patients with idiopathic inflammatory myopathy, 10 patients had DM, with a prevalence of 10.22 per 100,000 persons (95% CI, 4.9-18.8), and 7 had PM (prevalence, 7.2 per 100,000 persons [95% CI, 2.9-14.7]). CONCLUSIONS: It is difficult to compare studies from different populations and using different ascertainment techniques. These first data from Latin America are in general agreement with many studies."
22409362,"Our objective was to investigate incidence of amyotrophic lateral sclerosis (ALS) in Sicily, southern Italy, by means of a population based study. We included people with ALS resident in five Sicilian provinces, whose onset occurred in the two-year period 2005-2006 (population at 31 December 2006: 3,481,096 inhabitants). A multisource case-finding procedure was adopted and patients were classified as affected by ALS according to revised El Escorial criteria. During the two-year surveillance period, 97 patients meeting eligibility criteria included 57 males (58.8%) and 40 females (41.2%). Crude annual incidence rate was 1.4/100,000 person years (95% CI 1.33-1.47). The incidence rate was higher in males (1.71/100,000; CI 1.61-1.81) than in females (1.11/100,000; CI 1.01-1.21). Standardized incidence rate for the total population in the 45-74-years-old age group was 3.22 (CI 3.11-3.33). Prevalence rate was 6.0/100,000 (CI 5.97-6.03), higher in males (7.1/100,000; CI 7.02-7.18) than females (4.9/100,000; CI 4.86-4.94). In conclusion, ALS rates observed in the present study are higher in males than females, with a peak of incidence at 70 years of age in both genders. These findings are consistent with those of other population based European studies."
10619735,"Sporotrichosis is a sporadic and rare mycotic infection in most of the developed world. In many parts of the developing world, sporotrichosis is much more commonly recognized, but epidemiological data are generally lacking from these regions. We report epidemiological, clinical, and treatment data from 238 cases of culture-proven sporotrichosis occurring in a relatively remote area of the south central highlands of Peru that were retrospectively collected during 1995-1997. Most cases (60%) occurred in children aged </=14 years, and the most commonly affected anatomic site was the face. Disease was clinically confined to the skin and subcutaneous tissue in all patients. The incidence of sporotrichosis in this region ranged from 48 to 60 cases per 100,000 persons and was highest among children aged 7-14 years, approaching 1 case per 1000 persons. Sporotrichosis is a significant mycosis in the rural highlands of Peru, with an incidence exceeding those of other invasive mycoses in individuals without human immunodeficiency virus infection."
22119735,"This work provides descriptive epidemiological data of malignant mucosal and uveal melanomas and adnexal skin carcinomas in Europe as defined as in the RARECARE project. We analysed 8669 incident cases registered in the period 1995-2002 by 76 population-based cancer registries (CRs), and followed up for vital status to 31st December 2003. Age-standardised incidence to the European standard population was obtained restricting the analysis to 8416 cancer cases collected by 64 not specialised CRs or with information available only for some anatomical sites. Period survival rates at 2000-2002 were estimated on 45 CRs data. Twenty-two CRs which covered the period 1988-2002 were analysed to obtain the 15-year prevalence (1st January 2003 as reference date). Complete prevalence was calculated by using the completeness index method which estimates surviving cases diagnosed prior to 1988 ('unobserved' prevalence). The expected number of new cases per year and of prevalent cases in Europe was then obtained multiplying the crude incidence and complete prevalence rates to the European population at 2008. We estimated 5204 new cases per year (10.5 per million) to occur in Europe, of which 48.7% were melanomas of uvea, 24.8% melanomas of mucosa and 26.5% adnexal carcinomas of the skin. Five-year relative survival was 40.6% and 68.9% for mucosal and uveal melanomas, respectively. Adnexal skin carcinomas showed a good prognosis with a survival of 87.7% 5 years after diagnosis. Northern Europe, United Kingdom (UK) and Ireland showed the highest 5-year survival rate for uveal melanomas (72.6% and 73.4%), while Southern Europe showed the lowest rate (63.7%). More than 50,000 persons with a past diagnosis of one of these rare cancers were estimated to be alive at 2008 in Europe, most of them (58.8%, n=29,676) being patients with uveal melanoma. Due to the good prognosis and high incidence of uveal melanomas, these malignancies are highly represented among the long-term survivors of the studied rare cancer types. Therefore, maximising quality of life is particularly important in treatment of uveal melanoma. As regards mucosal melanomas, the centralisation of treatment to a select number of specialist centres as well as the establishment of expert pathology panels should be promoted. The geographical differences in incidence and survival should be further investigated analysing the centre of treatment, the stage at diagnosis and the treatment."
25994858,"The birth prevalence of Robin sequence (RS) is frequently cited to be 1 in 8,500 to 14,000 live births (range: 7,1-11,8 per 100.000), which is based on just a few epidemiological studies. The objective of this study is to contribute to the limited knowledge of the epidemiology of RS by determining the frequency of RS in a cleft palate (CP) population and the estimated birth prevalence in live births in the Netherlands, using distinct diagnostic criteria. A retrospective population-based analysis of the National Cleft Registry was performed in order to obtain all CP patients registered in the Netherlands from 2000-2010, in addition to a thorough review of the medical records in three Dutch Academic Pediatric Hospitals for the same period. Furthermore, a systematic search of the literature was conducted to allow for comparison of our findings. The Dutch birth prevalence of RS was estimated to be 1:5,600 live births (or 17.7 per 100,000), with a slight female predominance. RS was estimated to occur in a third of the CP population and patients with RS had a more severe cleft grade than the general CP population. The literature search yielded 42 studies reporting the birth prevalence for RS, which varied between 1:3,900 and 1:122,400 (0.8-32.0 per 100,000), with a mean prevalence of 1:24,500 (8.0 per 100,000). The birth prevalence of RS in the Netherlands was higher than reported for most other countries when similar diagnostic criteria were used, with a slight female predominance. A third of the general CP could be classified as RS."
24753707,"Owing to the rarity of the disease, epidemiologic information on achalasia is limited. This study aimed to investigate the epidemiology and treatment patterns of achalasia in the population of Korea using a national healthcare database. The diagnostic code K22.0 of the International Classification of Diseases was used to identify cases of achalasia between 2007 and 2011. Treatment modalities for achalasia were identified using the electronic data interchange codes Q7642 or Q7641 for balloon dilation and QA421 or QA422 for esophago-cardiomyotomy. A total of 3,105 patients with achalasia (1,447 men; mean age, 52.5 yr) were identified between 2007 and 2011, indicating a prevalence of 6.29/100,000 (95% confidence interval [CI], 4.94-7.66) during this 5-yr period. A total of 191 incident cases of achalasia (82 men; mean age, 49.5 yr), which were not diagnosed as achalasia in the previous 4 yr, were detected in 2011, indicating an incidence of 0.39/100,000 (95% CI, 0.15-0.63) for that year. During the study period, balloon dilation therapy was performed a total of 975 times in 719 patients, and surgical esophago-cardiomyotomy was performed once per patient in 17 patients. This is the first population-based epidemiologic study of achalasia in Korea."
11256661,"PURPOSE:To provide insight into the possible etiology and prevalence of heterotaxy, we studied conditions associated with heterotaxy in a consecutive hospital population of newborns. METHODS:From 1972 to March, 1999 (except February 16, 1972 to December 31, 1978), 58 cases of heterotaxy were ascertained from a cohort of 201,084 births in the ongoing Active Malformation Surveillance Program at the Brigham and Women's Hospital. This registry includes livebirths, stillbirths, and elective abortions. Prevalence among nontransfers (i.e., patients whose mothers had planned delivery at this hospital) was calculated as approximately 1 per 10,000 total births (20 of 201,084). RESULTS:We analyzed a total of 58 patients consisting of 20 (34%) nontransfers and 38 (66%) transfers. Patients were categorized by spleen status as having asplenia (7 nontransfers, 25 total), polysplenia (8, 20), right spleen (4, 11), normal left (0, 1), and unknown (1, 0). Among the 20 nontransfer and 59 total heterotaxy patients, the following associated medical conditions were present: chromosome abnormality (1 nontransfer, 2 total), suspected Mendelian or chromosome microdeletion disorder (1 nontransfer, 6 total), and maternal insulin-dependent diabetes mellitus (1 nontransfer, 2 total). There were 6 twins (1 member each from 6 twin pairs including 1 dizygous, 4 monozygous, 1 conjoined; 2 were nontransfers). An associated condition occurred in 5 (25%) nontransfer and 16 (28%) total patients, or among 10 of 53 singleton births (19%). CONCLUSIONS:Although most cases of heterotaxy in this series were sporadic events, an associated condition was present in about one-fourth of the cases. Not all of these conditions would be considered causative etiologies. Based on this small series alone, maternal insulin-dependent diabetes cannot be viewed as a risk factor for heterotaxy. However, the specific association of diabetes with polysplenia with/without left atrial isomerism is noteworthy, and adds weight to animal and epidemiologic case-control data."
23337900,"Leptospirosis is a zoonosis found worldwide, the main reservoir of which is the rat. Human infection generally results from exposure to contaminated river or lake water or animals. Around 600 cases are diagnosed per year in France. Half of these cases occur in French overseas territories, where the incidence can be more than 100 times higher than in mainland France. Leptospirosis has been under-diagnosed because of non-specific symptoms, inadequate surveillance system, and lack of readily available quick and simple diagnostic tests. Most cases of leptospirosis are currently detected by PCR amplification of bacterial DNA from the blood during the first week after the onset of symptoms, or by detection of antibodies during the second week of the disease. More than 300 serovars have been identified among leptospires, including serovar Icterohaemorrhagiae, the most frequent in human infections. Leptospirosis remains a major public health issue in many developing countries, one century after discovering the causative agent. Leptospirosis is expected to become more important due to a rapid urbanization in developing countries (slums), global warming, and extreme climatic events (floods)."
1518020,Data from 98 patients with hereditary haemorrhagic telangiectasia (HHT) are presented. All were symptomatic by 40 years of age and 62% by 16 years. Nose bleeding was the first symptom of disease in 90% of cases with mucocutaneous telangiectases appearing 5 to 20 years later. Complications of HHT are discussed and an age of onset curve given.
22723332,"BACKGROUND: Recent reports suggest that the incidence of congenital hypothyroidism (CHT) is increasing in some countries. The etiology of this change is unclear, and it may relate to changes in screening thresholds. We aimed to determine whether the incidence of CHT in New Zealand has changed and whether ethnic-specific rates and the rates of CHT subtypes have also changed. METHODS: The New Zealand neonatal TSH-based screening program has prospectively identified cases of CHT using the same assay and screening thresholds since 1993. Thyroid scintiscans are routinely recommended. We retrospectively identified all cases of CHT requiring levothyroxine treatment from 1993-2010 recorded by the national newborn screening program (>99.5% coverage). Among other parameters, ethnic and CHT subtype-specific incidence rates were calculated. RESULTS: There were 330 new cases of CHT and 1,053,457 live births registered in New Zealand in the 18-yr period, and 86% of cases had a scintiscan, 67% of which had thyroid dysgenesis (female to male ratio 5.0:1.0) and 33% dyshormonogenesis (0.9:1.0). The overall incidence of CHT rose from 2.6 to 3.6 per 10,000 live births (P < 0.01). The incidence of dyshormonogenesis (P = 0.01) increased but not of dysgenesis (P = 0.13). This was mediated by a 2-fold increase in Asian births and 40% increase in Pacific Island births. Both ethnic groups displayed higher rates of dyshormonogenesis compared with New Zealand Europeans (odds ratio 3.3 and 2.6, respectively). There was no change in the ethnic-specific incidences of CHT. CONCLUSION: Although the incidence of congenital hypothyroidism in New Zealand has increased, this is due to changes in the country's ethnic composition."
14705166,"In 1975, dihydropteridine reductase (DHPR) deficiency was first recognized as a cause of tetrahydrobiopterin (BH(4)) deficiency, leading to hyperphenylalaninemia (HPA) and impaired biogenic amine deficiency. So far, more than 150 patients scattered worldwide have been reported and major progresses have been made in the understanding of physiopathology, screening, diagnosis, treatment, and molecular genetics of this inherited disease. Present knowledge on different aspects of DHPR deficiency, largely derived from authors' personal experience, is traced in this article."
1602157,"An indirect method for estimating the birth prevalence of the Apert syndrome is presented. The fraction of Apert syndrome patients in large clinical surveys of all cases of craniosynostosis is calculated and the fractional component obtained is multiplied by the known birth prevalence of craniosynostosis in general. Apert syndrome makes up approximately 4% of all cases of craniosynostosis. Using a weighted average estimate, birth prevalence was calculated to be 13.7/1,000,000. The results of the indirect method compare favorably with those obtained by the direct method. Nevertheless, because the indirect method is based on a number of assumptions that are easily violated, we cannot recommend its general use except under special conditions."
10482430,"BACKGROUND:This study aimed to describe the clinical features, manometric findings, prevalence and incidence of achalasia in Singapore. METHODS:A total of 615 new patients referred for oesophageal manometry between 1989 and 1996 were examined prospectively. Twenty-four men and 25 women fulfilled the manometric and clinical criteria for achalasia. RESULTS:Their median age of onset of symptoms was 37 years (range 15-71) and 37% first developed symptoms after the age of 50 years. The presenting symptoms were dysphagia (100%), regurgitation (80%), weight loss (67%) and chest discomfort (33%). Five patients (10%) had a history of benign (mostly autoimmune) thyroid disorders. Endoscopy was reported as normal in 10/43 patients (23%) and achalasia was suggested in only 31 (72%) of 43 barium examinations. Lower oesophageal sphincter (LOS) dysfunction was present in 82% of cases. Using data from medical records and from a survey of gastroenterologists and surgeons in Singapore, the prevalence (in 1996) and incidence of achalasia in Singapore were estimated to be 1.8 per 100000, and 0.3 per 100000 per year, respectively. The incidence was significantly lower in Malays than Chinese or Indians. The age-specific incidence of achalasia for both genders followed a bimodal distribution with the larger peak in the sixth decade. No cases of oesophageal carcinoma were identified among these patients. CONCLUSION:Achalasia is an uncommon condition in Singapore. The clinical and manometric features were similar to those described in Western countries."
18442953,"This study combined a variety of methods to determine the prevalence of cystic fibrosis in the European Union. The results of literature reviews, surveys, and registry analyses revealed a mean prevalence of 0.737/10,000 in the 27 EU countries, which is similar to the value of 0.797 in the United States, and only one outlier, namely the Republic of Ireland at 2.98."
23050777,"Neonatal diabetes mellitus (NDM) is defined as diabetes with onset before 6 months of age. Nearly half of individuals with NDM are affected by permanent neonatal diabetes mellitus (PNDM). Mutations in KATP channel genes (KCNJ11, ABCC8) and the insulin gene (INS) are the most common causes of PNDM.To estimate the prevalence of PNDM among SEARCH for Diabetes in Youth (SEARCH) study participants (2001-2008) and to identify the genetic mutations causing PNDM.SEARCH is a multicenter population-based study of diabetes in youth <20 yr of age. Participants diagnosed with diabetes before 6 months of age were invited for genetic testing for mutations in the KCNJ11, ABCC8, and INS genes.Of the 15,829 SEARCH participants with diabetes, 39 were diagnosed before 6 months of age. Thirty-five of them had PNDM (0.22% of all diabetes cases in SEARCH), 3 had transient neonatal diabetes that had remitted by 18 months and 1 was unknown. The majority of them (66.7%) had a clinical diagnosis of type1 diabetes by their health care provider. Population prevalence of PNDM in youth <20 yr was estimated at 1 in 252 000. Seven participants underwent genetic testing; mutations causing PNDM were identified in five (71%), (two KCNJ11, three INS).We report the first population-based frequency of PNDM in the US based on the frequency of PNDM in SEARCH. Patients with NDM are often misclassified as having type1 diabetes. Widespread education is essential to encourage appropriate genetic testing and treatment of NDM."
12911872,"Over the last 10 years an increasing amount of data regarding the prevalence of chronic daily headache (CDH) has been published. The economic implications of chronic daily headache have now grown in importance in view of the increasingly limited financial resources in the health care system. In addition to recording data regarding the prevalence of this disease, epidemiological studies have also dealt with analysing and evaluating the quality of life of the afflicted patients. According to population-based data from the USA, Europe and Asia, approx. 4-5% of the population suffer from chronic daily headache. These have been equated up until now with chronic tension-type headache (CTTH). More recent epidemiological studies have resulted in an adaptation of this point of view. Currently it is assumed that approx. 2-3% of the population suffer CTTH, which preferably affects females (approximately twice as frequently); approx. 2 % suffer chronic migraine (transformed migraine = TM) and 0.2 % are afflicted with a so-called  new daily persistent headache  or very rarely a hemicrania continua."
