OrphaCode,Disease Name,Orpha Epi Type,Orpha Epi Class,Orpha Epi Rate,Orpha Loc,Source,PMID
313,Lamellar ichthyosis,Point prevalence,1-9 / 1 000 000,0.96,Spain,21668430[PMID]_22000705[PMID]_ ORPHANET,21668430
313,Lamellar ichthyosis,Point prevalence,1-9 / 1 000 000,0.96,Spain,21668430[PMID]_22000705[PMID]_ ORPHANET,22000705
313,Lamellar ichthyosis,Point prevalence,1-9 / 100 000,1.1,Norway,9887377[PMID],9887377
1000,Ocular albinism with late-onset sensorineural deafness,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_10330347[PMID],10330347
999,Ermine phenotype,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_3055988[PMID]_19449401[PMID],3055988
999,Ermine phenotype,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_3055988[PMID]_19449401[PMID],19449401
55,Oculocutaneous albinism,Point prevalence,1-9 / 100 000,5.9,Worldwide,17980020[PMID]_[EXPERT],17980020
55,Oculocutaneous albinism,Prevalence at birth,1-9 / 100 000,3.9,Denmark,19060277[PMID],19060277
55,Oculocutaneous albinism,Point prevalence,1-5 / 10 000,45.0,South Africa,17620156[PMID],17620156
171607,X-linked spastic paraplegia type 34,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_1084423[PMID],1084423
2771,Bruck syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25238597[PMID],25238597
171612,Autosomal dominant spastic paraplegia type 37,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_17605047[PMID],17605047
171617,Autosomal dominant spastic paraplegia type 38,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_18401025[PMID],18401025
1349,Mitochondrial DNA-related cardiomyopathy and hearing loss,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_8651277[PMID],8651277
171622,Autosomal recessive spastic paraplegia type 32,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_17515546[PMID],17515546
171629,Autosomal recessive spastic paraplegia type 35,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24359114[PMID],24359114
861,Treacher-Collins syndrome,Prevalence at birth,1-9 / 1 000 000,0.63,France,22925539[PMID],22925539
861,Treacher-Collins syndrome,Point prevalence,1-9 / 1 000 000,0.0,France,22925539[PMID],22925539
861,Treacher-Collins syndrome,Prevalence at birth,1-9 / 100 000,6.9,Japan,7424972[PMID],7424972
861,Treacher-Collins syndrome,Point prevalence,1-9 / 100 000,0.0,Japan,7424972[PMID],7424972
861,Treacher-Collins syndrome,Prevalence at birth,1-9 / 100 000,2.0,Europe,6024864[PMID]_14198411[PMID]_21131976[PMID]_[EXPERT],6024864
861,Treacher-Collins syndrome,Prevalence at birth,1-9 / 100 000,2.0,Europe,6024864[PMID]_14198411[PMID]_21131976[PMID]_[EXPERT],14198411
861,Treacher-Collins syndrome,Prevalence at birth,1-9 / 100 000,2.0,Europe,6024864[PMID]_14198411[PMID]_21131976[PMID]_[EXPERT],21131976
861,Treacher-Collins syndrome,Point prevalence,1-9 / 100 000,0.0,Europe,6024864[PMID]_14198411[PMID]_ [EXPERT],6024864
861,Treacher-Collins syndrome,Point prevalence,1-9 / 100 000,0.0,Europe,6024864[PMID]_14198411[PMID]_ [EXPERT],14198411
308,Progressive myoclonic epilepsy type 1,Point prevalence,1-9 / 1 000 000,0.2,France,17028542[PMID]_[EXPERT],17028542
308,Progressive myoclonic epilepsy type 1,Prevalence at birth,1-9 / 100 000,5.0,Finland,20301321[PMID],20301321
308,Progressive myoclonic epilepsy type 1,Point prevalence,1-9 / 100 000,4.0,Finland,20301321[PMID],20301321
1991,Cleft lip with or without cleft palate,Prevalence at birth,6-9 / 10 000,0.0,Worldwide,20507242[PMID],20507242
1991,Cleft lip with or without cleft palate,Prevalence at birth,>1 / 1000,190.5,Japan,22374000[PMID],22374000
1991,Cleft lip with or without cleft palate,Prevalence at birth,6-9 / 10 000,77.5,United States,22374000[PMID],22374000
199,Cornelia de Lange syndrome,Prevalence at birth,1-9 / 1 000 000,0.65,France,22925539[PMID],22925539
199,Cornelia de Lange syndrome,Point prevalence,1-9 / 1 000 000,0.5,Denmark,961413[PMID],961413
199,Cornelia de Lange syndrome,Prevalence at birth,1-9 / 1 000 000,0.97,Spain,9608092[PMID],9608092
2162,Holoprosencephaly,Prevalence at birth,1-5 / 10 000,13.4,Europe,20104599[PMID]_[EXPERT]_EUROCAT European surveillance of congenital anomalies[REG],20104599
2162,Holoprosencephaly,Prevalence at birth,1-9 / 100 000,5.5,United States,9409876[PMID]_ORPHANET,9409876
2162,Holoprosencephaly,Prevalence at birth,1-5 / 10 000,21.6,Latin America,17987642[PMID],17987642
2162,Holoprosencephaly,Prevalence at birth,1-5 / 10 000,15.0,United Kingdom,11349198[PMID]_17286306[PMID]_8818944[PMID]_ORPHANET,11349198
2162,Holoprosencephaly,Prevalence at birth,1-5 / 10 000,15.0,United Kingdom,11349198[PMID]_17286306[PMID]_8818944[PMID]_ORPHANET,17286306
2162,Holoprosencephaly,Prevalence at birth,1-5 / 10 000,15.0,United Kingdom,11349198[PMID]_17286306[PMID]_8818944[PMID]_ORPHANET,8818944
2162,Holoprosencephaly,Prevalence at birth,6-9 / 10 000,60.6,"Taiwan, Province of China",15844779[PMID],15844779
2162,Holoprosencephaly,Prevalence at birth,>1 / 1000,502.0,Japan,15329827[PMID],15329827
2162,Holoprosencephaly,Prevalence at birth,1-5 / 10 000,10.9,Specific population,10703035[PMID],10703035
930,Idiopathic achalasia,Prevalence at birth,1-9 / 1 000 000,0.0,Europe,23871090[PMID],23871090
930,Idiopathic achalasia,Point prevalence,1-9 / 100 000,8.0,Worldwide,11319059[PMID],11319059
930,Idiopathic achalasia,Point prevalence,1-5 / 10 000,10.82,Canada,20465592[PMID],20465592
930,Idiopathic achalasia,Point prevalence,1-9 / 100 000,6.29,"Korea, Republic of",24753707[PMID],24753707
930,Idiopathic achalasia,Point prevalence,1-5 / 10 000,13.5,Ireland,3423207[PMID],3423207
930,Idiopathic achalasia,Point prevalence,1-9 / 100 000,8.7,Iceland,17420933[PMID],17420933
930,Idiopathic achalasia,Point prevalence,1-9 / 100 000,1.8,Singapore,10482430[PMID],10482430
930,Idiopathic achalasia,Annual incidence,1-9 / 100 000,1.59,Italy,21116729[PMID],21116729
930,Idiopathic achalasia,Annual incidence,1-9 / 1 000 000,0.73,Iceland,17420933[PMID],17420933
930,Idiopathic achalasia,Annual incidence,1-9 / 1 000 000,0.3,Singapore,10482430[PMID],10482430
930,Idiopathic achalasia,Annual incidence,1-9 / 1 000 000,0.39,"Korea, Republic of",24753707[PMID],24753707
930,Idiopathic achalasia,Annual incidence,1-9 / 100 000,1.63,Canada,20465592[PMID],20465592
930,Idiopathic achalasia,Annual incidence,1-9 / 1 000 000,0.77,Worldwide,11319059[PMID],11319059
998,Albinism-deafness syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_14469778[PMID],14469778
1715,Trisomy 18p,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26042156[PMID],26042156
3380,Trisomy 18,Prevalence at birth,1-5 / 10 000,16.7,Worldwide,23088440[PMID],23088440
3380,Trisomy 18,Prevalence at birth,1-9 / 100 000,10.4,Europe,22713804[PMID]_EUROCAT European surveillance of congenital anomalies 2005-2009[REG],22713804
3380,Trisomy 18,Prevalence at birth,1-5 / 10 000,13.0,United Kingdom,20384468 [PMID]_ORPHANET,20384468
3380,Trisomy 18,Prevalence at birth,1-5 / 10 000,18.0,Japan,2092586[PMID],2092586
3380,Trisomy 18,Point prevalence,1-5 / 10 000,0.0,Japan,2092586[PMID],2092586
3380,Trisomy 18,Prevalence at birth,1-5 / 10 000,19.1,United States,ORPHANET_18348276[PMID]_20878909[PMID],18348276
3380,Trisomy 18,Prevalence at birth,1-5 / 10 000,19.1,United States,ORPHANET_18348276[PMID]_20878909[PMID],20878909
3380,Trisomy 18,Prevalence at birth,1-5 / 10 000,12.6,Specific population,10627940[PMID],10627940
168984,CLAPO syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_18798326[PMID],18798326
168999,Malignant melanoma of the mucosa,Annual incidence,1-9 / 1 000 000,0.26,Europe,22119735[PMID]_RARECARE surveillance of rare cancers in Europe[REG],22119735
168999,Malignant melanoma of the mucosa,Lifetime Prevalence,1-9 / 100 000,1.5,Europe,22119735[PMID]_RARECARE surveillance of rare cancers in Europe[REG],22119735
168999,Malignant melanoma of the mucosa,Annual incidence,1-9 / 1 000 000,0.23,United States,National Cancer Institute[INST]_24272143[PMID],24272143
3378,Trisomy 13,Prevalence at birth,1-5 / 10 000,18.0,Japan,2092586[PMID]_7424972[PMID],2092586
3378,Trisomy 13,Prevalence at birth,1-5 / 10 000,18.0,Japan,2092586[PMID]_7424972[PMID],7424972
3378,Trisomy 13,Point prevalence,1-5 / 10 000,15.9,Japan,2092586[PMID]_7424972[PMID]_ ORPHANET,2092586
3378,Trisomy 13,Point prevalence,1-5 / 10 000,15.9,Japan,2092586[PMID]_7424972[PMID]_ ORPHANET,7424972
3378,Trisomy 13,Prevalence at birth,1-5 / 10 000,12.6,United States,20878909[PMID]_Center for Diseases Control and Prevention[INST],20878909
169100,Immunodeficiency due to CD25 deficiency,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_17196245[PMID]_9096364[PMID],17196245
169100,Immunodeficiency due to CD25 deficiency,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_17196245[PMID]_9096364[PMID],9096364
169105,Good syndrome,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_20149753[PMID],20149753
236,Trisomy 9p,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25526829[PMID],25526829
169095,Severe combined immunodeficiency due to FOXN1 deficiency,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_28077132[PMID],28077132
218,Darier disease,Point prevalence,1-9 / 100 000,3.0,United Kingdom,1390140[PMID]_11841374[PMID],1390140
218,Darier disease,Point prevalence,1-9 / 100 000,3.0,United Kingdom,1390140[PMID]_11841374[PMID],11841374
218,Darier disease,Point prevalence,1-9 / 100 000,1.0,Denmark,13835928[PMID],13835928
218,Darier disease,Point prevalence,1-9 / 100 000,3.8,Slovenia,16001099[PMID],16001099
218,Darier disease,Point prevalence,1-9 / 100 000,3.4,Europe,1390140[PMID]_11841374[PMID]_16001099[PMID],1390140
218,Darier disease,Point prevalence,1-9 / 100 000,3.4,Europe,1390140[PMID]_11841374[PMID]_16001099[PMID],11841374
218,Darier disease,Point prevalence,1-9 / 100 000,3.4,Europe,1390140[PMID]_11841374[PMID]_16001099[PMID],16001099
168796,"Heart-hand syndrome, Slovenian type",Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_15996213[PMID]_27723096[PMID],15996213
168796,"Heart-hand syndrome, Slovenian type",Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_15996213[PMID]_27723096[PMID],27723096
1642,Distal monosomy 9p,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_23824832[PMID]_24330994[PMID],23824832
1642,Distal monosomy 9p,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_23824832[PMID]_24330994[PMID],24330994
8,"47,XYY syndrome",Point prevalence,1-5 / 10 000,0.0,Denmark,20509956[PMID],20509956
8,"47,XYY syndrome",Prevalence at birth,1-5 / 10 000,50.0,Europe,22893477[PMID],22893477
8,"47,XYY syndrome",Prevalence at birth,1-5 / 10 000,14.1,Denmark,20509956[PMID],20509956
8,"47,XYY syndrome",Point prevalence,1-5 / 10 000,0.0,Europe,22893477[PMID],22893477
168956,Hypereosinophilic syndrome,Annual incidence,<1 / 1 000 000,0.027,United States,20639012[PMID],20639012
168956,Hypereosinophilic syndrome,Point prevalence,1-9 / 100 000,3.3,United States,20639012[PMID]_[EXPERT],20639012
1600,Monosomy 18q,Prevalence at birth,1-9 / 100 000,2.5,Worldwide,21977138[PMID]_1614460[PMID],21977138
1600,Monosomy 18q,Prevalence at birth,1-9 / 100 000,2.5,Worldwide,21977138[PMID]_1614460[PMID],1614460
1598,Monosomy 18p,Prevalence at birth,1-9 / 100 000,2.0,Europe,18284672[PMID]_[EXPERT],18284672
2773,Osteogenesis imperfecta-retinopathy-seizures-intellectual disability syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_7515752[PMID],7515752
2772,Congenital osteogenesis imperfecta-microcephaly-cataracts syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_728577[PMID],728577
2609,Isolated complex I deficiency,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_15190193[PMID]_20818732[PMID],15190193
2609,Isolated complex I deficiency,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_15190193[PMID]_20818732[PMID],20818732
626,Large congenital melanocytic nevus,Point prevalence,1-9 / 100 000,2.75,Europe,21139903[PMID]_[EXPERT]_ ORPHANET,21139903
773,Refsum disease,Point prevalence,1-9 / 1 000 000,0.1,Europe,20301527[PMID]_[EXPERT],20301527
169157,T-B+ severe combined immunodeficiency due to CD45 deficiency,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_9068311[PMID]_10700239[PMID]_22689986[PMID],9068311
169157,T-B+ severe combined immunodeficiency due to CD45 deficiency,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_9068311[PMID]_10700239[PMID]_22689986[PMID],10700239
169157,T-B+ severe combined immunodeficiency due to CD45 deficiency,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_9068311[PMID]_10700239[PMID]_22689986[PMID],22689986
352,Galactosemia,Prevalence at birth,1-9 / 100 000,1.3,United States,22766612[PMID],22766612
596,X-linked centronuclear myopathy,Prevalence at birth,1-9 / 100 000,1.0,France,18817572[PMID]_[EXPERT],18817572
610,Bethlem myopathy,Point prevalence,1-9 / 1 000 000,0.77,United Kingdom,19767415[PMID],19767415
44,Neonatal adrenoleukodystrophy,Prevalence at birth,1-9 / 100 000,1.2,Italy,11953730[PMID],11953730
56,Alkaptonuria,Prevalence at birth,1-9 / 1 000 000,0.15,France,21927854[PMID],21927854
56,Alkaptonuria,Point prevalence,1-9 / 1 000 000,0.0,France,21927854[PMID],21927854
56,Alkaptonuria,Prevalence at birth,1-9 / 1 000 000,0.25,United States,20301627[PMID],20301627
56,Alkaptonuria,Point prevalence,1-9 / 1 000 000,0.0,United States,20301627[PMID],20301627
56,Alkaptonuria,Prevalence at birth,1-9 / 100 000,5.3,Slovakia,12051967[PMID],12051967
56,Alkaptonuria,Point prevalence,1-9 / 100 000,0.0,Slovakia,12051967[PMID],12051967
963,Acromegaly,Annual incidence,1-9 / 1 000 000,0.47,Worldwide,17893253[PMID]_26792654[PMID]_ORPHANET_[EXPERT],17893253
963,Acromegaly,Annual incidence,1-9 / 1 000 000,0.47,Worldwide,17893253[PMID]_26792654[PMID]_ORPHANET_[EXPERT],26792654
963,Acromegaly,Point prevalence,1-9 / 100 000,3.6,Spain,15476442[PMID],15476442
963,Acromegaly,Point prevalence,1-9 / 100 000,9.7,Italy,20621957[PMID],20621957
963,Acromegaly,Point prevalence,1-9 / 100 000,8.6,United Kingdom,19650784[PMID],19650784
963,Acromegaly,Annual incidence,1-9 / 1 000 000,0.19,Belgium,17893253[PMID],17893253
963,Acromegaly,Point prevalence,1-5 / 10 000,12.0,Belgium,[EXPERT]_17893253[PMID],17893253
963,Acromegaly,Annual incidence,1-9 / 1 000 000,0.4,Ireland,2349750[PMID],2349750
963,Acromegaly,Point prevalence,1-9 / 100 000,6.3,Ireland,2349750[PMID],2349750
963,Acromegaly,Annual incidence,1-9 / 1 000 000,0.34,Finland,20534753[PMID],20534753
963,Acromegaly,Annual incidence,1-9 / 1 000 000,0.39,"Korea, Republic of",22909047[PMID],22909047
963,Acromegaly,Point prevalence,1-9 / 100 000,2.79,"Korea, Republic of",22909047[PMID],22909047
963,Acromegaly,Annual incidence,1-9 / 1 000 000,0.77,Iceland,25893613[PMID],25893613
963,Acromegaly,Point prevalence,1-5 / 10 000,13.4,Iceland,25893613[PMID],25893613
963,Acromegaly,Point prevalence,1-9 / 100 000,7.8,United States,26792654[PMID],26792654
963,Acromegaly,Annual incidence,1-9 / 100 000,1.1,United States,26792654[PMID],26792654
963,Acromegaly,Point prevalence,1-9 / 100 000,8.5,Denmark,27280374[PMID],27280374
963,Acromegaly,Annual incidence,1-9 / 1 000 000,0.31,Malta,23239049[PMID],23239049
963,Acromegaly,Point prevalence,1-5 / 10 000,12.5,Malta,23239049[PMID],23239049
963,Acromegaly,Annual incidence,1-9 / 1 000 000,0.35,Sweden,25084775[PMID],25084775
963,Acromegaly,Annual incidence,1-9 / 1 000 000,0.38,Denmark,27280374[PMID],27280374
1006,Alopecia antibody deficiency,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_978318[PMID],978318
1046,Lethal hemolytic anemia-genital anomalies syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_7726230[PMID],7726230
22,Succinic semialdehyde dehydrogenase deficiency,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_20301374[PMID],20301374
245,Nager syndrome,Prevalence at birth,1-9 / 1 000 000,0.3,Finland,17119427[PMID],17119427
30,Hereditary orotic aciduria,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25757096[PMID],25757096
36,Acrocallosal syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_22696705[PMID],22696705
2614,Nail-patella syndrome,Point prevalence,1-9 / 100 000,2.2,United Kingdom,DOI:10.1111/j.1469-1809.1965.tb00492.x[OTHER]_10972657[PMID]_[EXPERT],10972657
2614,Nail-patella syndrome,Point prevalence,1-9 / 100 000,0.0,Europe,ORPHANET_10972657[PMID],10972657
33,Isovaleric acidemia,Prevalence at birth,1-9 / 100 000,1.55,Germany,12777559[PMID]_21335445[PMID],12777559
33,Isovaleric acidemia,Prevalence at birth,1-9 / 100 000,1.55,Germany,12777559[PMID]_21335445[PMID],21335445
33,Isovaleric acidemia,Prevalence at birth,1-9 / 1 000 000,0.28,Australia,12788994[PMID],12788994
33,Isovaleric acidemia,Prevalence at birth,1-9 / 1 000 000,0.63,Italy,18956250[PMID],18956250
33,Isovaleric acidemia,Prevalence at birth,1-9 / 1 000 000,0.53,United States,16601872[PMID]_16735252[PMID]_ ORPHANET,16601872
33,Isovaleric acidemia,Prevalence at birth,1-9 / 1 000 000,0.53,United States,16601872[PMID]_16735252[PMID]_ ORPHANET,16735252
819,Smith-Magenis syndrome,Prevalence at birth,1-9 / 100 000,0.0,Worldwide,17468296[PMID],17468296
819,Smith-Magenis syndrome,Point prevalence,1-9 / 100 000,4.0,Worldwide,17468296[PMID],17468296
819,Smith-Magenis syndrome,Prevalence at birth,1-9 / 100 000,0.0,United States,1746552[PMID]_16354942[PMID],1746552
819,Smith-Magenis syndrome,Prevalence at birth,1-9 / 100 000,0.0,United States,1746552[PMID]_16354942[PMID],16354942
819,Smith-Magenis syndrome,Point prevalence,1-9 / 100 000,5.35,United States,1746552[PMID]_16354942[PMID]_ ORPHANET,1746552
819,Smith-Magenis syndrome,Point prevalence,1-9 / 100 000,5.35,United States,1746552[PMID]_16354942[PMID]_ ORPHANET,16354942
3085,Retinitis pigmentosa-intellectual disability-deafness-hypogonadism syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_8456839[PMID]_1251844[PMID],8456839
3085,Retinitis pigmentosa-intellectual disability-deafness-hypogonadism syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_8456839[PMID]_1251844[PMID],1251844
9,Tetrasomy X,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_23494840[PMID],23494840
168615,Hereditary persistence of alpha-fetoprotein,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_21116028[PMID],21116028
168612,Congenital deficiency in alpha-fetoprotein,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_18854864[PMID],18854864
1452,Cleidocranial dysplasia,Prevalence at birth,1-9 / 100 000,1.2,United States,22461456[PMID]_[EXPERT],22461456
168624,"Familial scaphocephaly syndrome, McGillivray type",Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_16061565[PMID],16061565
193,Cohen syndrome,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_20301655[PMID],20301655
1488,Cooper-Jabs syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_3572627[PMID],3572627
200,Isolated corpus callosum agenesis,Prevalence at birth,1-9 / 100 000,1.37,United States,18642362[PMID],18642362
200,Isolated corpus callosum agenesis,Prevalence at birth,1-9 / 100 000,3.2,Hungary,ORPHANET_21555052[PMID],21555052
168577,Hereditary cryohydrocytosis with reduced stomatin,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_22492876[PMID],22492876
168593,Sudden infant death-dysgenesis of the testes syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_15273283[PMID],15273283
1406,Charlie M syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_940017[PMID],940017
1414,Cholestasis-lymphedema syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25039919[PMID],25039919
168598,Brain demyelination due to methionine adenosyltransferase deficiency,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_8770875[PMID],8770875
168549,Axial spondylometaphyseal dysplasia,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_26974433[PMID],26974433
168552,Spondylometaphyseal dysplasia-bowed forearms-facial dysmorphism syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_12503112[PMID],12503112
168555,"Spondylometaphyseal dysplasia, A4 type",Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_9637426[PMID]_15517830[PMID],9637426
168555,"Spondylometaphyseal dysplasia, A4 type",Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_9637426[PMID]_15517830[PMID],15517830
168558,"46,XY disorder of sex development-adrenal insufficiency due to CYP11A1 deficiency",Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_21880796[PMID],21880796
168563,"46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome",Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_22209139[PMID],22209139
124,Blackfan-Diamond anemia,Prevalence at birth,1-9 / 1 000 000,0.67,Europe,20824457[PMID]_[EXPERT],20824457
124,Blackfan-Diamond anemia,Prevalence at birth,1-9 / 1 000 000,0.5,United Kingdom,8826887[PMID],8826887
124,Blackfan-Diamond anemia,Prevalence at birth,1-9 / 1 000 000,0.65,Italy,10192448[PMID],10192448
124,Blackfan-Diamond anemia,Prevalence at birth,1-9 / 1 000 000,0.75,United States,18671700[PMID],18671700
168566,Fatal mitochondrial disease due to combined oxidative phosphorylation defect type 3,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_25037205[PMID],25037205
168569,H syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_24172204[PMID],24172204
125,Bloom syndrome,Prevalence at birth,1-9 / 100 000,2.08,Specific population,10464606[PMID]_9758720[PMID]_10464671[PMID],10464606
125,Bloom syndrome,Prevalence at birth,1-9 / 100 000,2.08,Specific population,10464606[PMID]_9758720[PMID]_10464671[PMID],9758720
125,Bloom syndrome,Prevalence at birth,1-9 / 100 000,2.08,Specific population,10464606[PMID]_9758720[PMID]_10464671[PMID],10464671
90,Argininemia,Prevalence at birth,<1 / 1 000 000,0.04,Finland,18616627[PMID],18616627
90,Argininemia,Prevalence at birth,1-9 / 1 000 000,0.27,United States,8794176[PMID],8794176
168443,Spondyloepimetaphyseal dysplasia-hypotrichosis syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_2363424[PMID],2363424
1065,Aniridia-cerebellar ataxia-intellectual disability syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_27108797[PMID],27108797
168451,Spondyloepimetaphyseal dysplasia-abnormal dentition syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_9018411[PMID],9018411
1135,Arrhinia-choanal atresia-microphthalmia syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_672092[PMID]_8723126[PMID],672092
1135,Arrhinia-choanal atresia-microphthalmia syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_672092[PMID]_8723126[PMID],8723126
168454,"Spondyloepimetaphyseal dysplasia, Geneviève type",Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_27213289[PMID],27213289
1146,Distal arthrogryposis type 1,Point prevalence,1-5 / 10 000,10.0,Worldwide,20045868[PMID]_3978933[PMID],20045868
1146,Distal arthrogryposis type 1,Point prevalence,1-5 / 10 000,10.0,Worldwide,20045868[PMID]_3978933[PMID],3978933
1143,Neurogenic arthrogryposis multiplex congenita,Prevalence at birth,1-9 / 100 000,4.3,Europe,23050160[PMID]_22005589[PMID],23050160
1143,Neurogenic arthrogryposis multiplex congenita,Prevalence at birth,1-9 / 100 000,4.3,Europe,23050160[PMID]_22005589[PMID],22005589
168486,Congenital neuronal ceroid lipofuscinosis,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_16670177[PMID],16670177
168491,Late infantile neuronal ceroid lipofuscinosis,Prevalence at birth,1-9 / 1 000 000,0.46,Germany,1609834[PMID]_[EXPERT],1609834
168491,Late infantile neuronal ceroid lipofuscinosis,Prevalence at birth,1-9 / 1 000 000,0.78,Italy,23374165[PMID],23374165
168491,Late infantile neuronal ceroid lipofuscinosis,Prevalence at birth,1-9 / 100 000,5.0,Finland,9151309[PMID]_[EXPERT],9151309
168491,Late infantile neuronal ceroid lipofuscinosis,Point prevalence,1-9 / 1 000 000,0.26,Finland,9151309[PMID]_[EXPERT],9151309
168491,Late infantile neuronal ceroid lipofuscinosis,Prevalence at birth,<1 / 1 000 000,0.0,Sweden,9151309[PMID]_[EXPERT],9151309
168491,Late infantile neuronal ceroid lipofuscinosis,Point prevalence,<1 / 1 000 000,0.06,Sweden,9151309[PMID]_[EXPERT],9151309
168491,Late infantile neuronal ceroid lipofuscinosis,Prevalence at birth,1-9 / 100 000,9.0,Canada,18684116[PMID],18684116
168491,Late infantile neuronal ceroid lipofuscinosis,Point prevalence,<1 / 1 000 000,0.07,Norway,9151309[PMID],9151309
168491,Late infantile neuronal ceroid lipofuscinosis,Point prevalence,1-9 / 1 000 000,0.38,Iceland,9151309[PMID],9151309
1770,XY type gonadal dysgenesis-associated anomalies syndrome,Point prevalence,<1 / 1 000 000,0.0,Worldwide,ORPHANET_6158563[PMID],6158563
1764,Familial dysautonomia,Prevalence at birth,1-5 / 10 000,18.5,Specific population,27317387[PMID]_3652488[PMID]_4322121[PMID]_ORPHANET,27317387
1764,Familial dysautonomia,Prevalence at birth,1-5 / 10 000,18.5,Specific population,27317387[PMID]_3652488[PMID]_4322121[PMID]_ORPHANET,3652488
1764,Familial dysautonomia,Prevalence at birth,1-5 / 10 000,18.5,Specific population,27317387[PMID]_3652488[PMID]_4322121[PMID]_ORPHANET,4322121
167635,Scleromyxedema,Point prevalence,Unknown,0.0,Worldwide,ORPHANET_25814746[PMID],25814746
147,Carbamoyl-phosphate synthetase 1 deficiency,Prevalence at birth,1-9 / 1 000 000,0.19,Finland,18616627[PMID],18616627
